Order ID,Order Date,Month,Quarter,Year,Customer Name,Customer Email,City,State,Product ID,Product Name,Category,Sub-Category,Brand,Unit Price (?),Quantity,Discount (%),Discount Amount (?),Sale Price per Unit (?),Gross Revenue (?),Net Revenue (?),Shipping Cost (?),Total Order Value (?),Profit Margin (%),Profit (?),Payment Method,Sales Channel,Device Type,Order Status,Customer Rating,Repeat Customer
ORD-10518,2024-06-04,June,Q2,2024,Kavita Reddy,kavita.reddy@gmail.com,Visakhapatnam,Andhra Pradesh,P024,Wow Skin Science Shampoo,Beauty & Health,Haircare,WOW,449,2,10,89.8,404.1,898,808.2,0,808.2,9.7,78.4,UPI,Organic Search,Tablet,Delivered,4.5,No
ORD-10567,2024-06-04,June,Q2,2024,Aditya Kumar,aditya.kumar@yahoo.com,Patna,Bihar,P015,Fastrack Analog Watch,Fashion,Accessories,Fastrack,1795,1,25,448.75,1346.25,1795,1346.25,0,1346.25,16.3,219.44,UPI,Organic Search,Mobile,Cancelled,,No
ORD-10930,2024-06-05,June,Q2,2024,Shreya Bose,shreya.bose@gmail.com,Bhubaneswar,Odisha,P024,Wow Skin Science Shampoo,Beauty & Health,Haircare,WOW,449,3,15,202.05,381.65,1347,1144.95,0,1144.95,12.6,144.26,UPI,Organic Search,Mobile,Returned,,No
ORD-11112,2024-06-05,June,Q2,2024,Divya Krishnan,divya.krishnan@gmail.com,Chennai,Tamil Nadu,P017,Philips Air Fryer HD9200,Home & Kitchen,Appliances,Philips,6999,1,10,699.9,6299.1,6999,6299.1,0,6299.1,10.8,680.3,Credit Card,Direct,Mobile,Delivered,2.9,No
ORD-10144,2024-06-05,June,Q2,2024,Ritu Agarwal,ritu.agarwal@yahoo.com,Indore,Madhya Pradesh,P010,Allen Solly Women's Blazer,Fashion,Women's Clothing,Allen Solly,2499,1,15,374.85,2124.15,2499,2124.15,0,2124.15,12.5,265.52,Debit Card,Paid Ads,Tablet,Delivered,4,No
ORD-10060,2024-06-05,June,Q2,2024,Ankur Pandey,ankur.pandey@gmail.com,Varanasi,Uttar Pradesh,P008,JBL Flip 6,Electronics,Audio,JBL,8999,2,5,899.9,8549.05,17998,17098.1,0,17098.1,22.9,3915.46,Credit Card,App,Mobile,Delivered,3.6,Yes
ORD-10066,2024-06-05,June,Q2,2024,Deepak Chauhan,deepak.chauhan@gmail.com,Dehradun,Uttarakhand,P014,Peter England Formal Shirt,Fashion,Men's Clothing,Peter England,899,1,0,0,899,899,899,0,899,33.9,304.76,Debit Card,Social Media,Mobile,Delivered,2.7,Yes
ORD-10267,2024-06-06,June,Q2,2024,Pallavi Sinha,pallavi.sinha@gmail.com,Ranchi,Jharkhand,P024,Wow Skin Science Shampoo,Beauty & Health,Haircare,WOW,449,1,10,44.9,404.1,449,404.1,40,444.1,14.4,58.19,Wallet,Organic Search,Desktop,Delivered,2.7,No
ORD-11452,2024-06-07,June,Q2,2024,Swati Bhatt,swati.bhatt@gmail.com,Rajkot,Gujarat,P007,Mi Smart Band 8,Electronics,Wearables,Xiaomi,2999,1,30,899.7,2099.3,2999,2099.3,0,2099.3,14.2,298.1,Debit Card,Paid Ads,Tablet,Returned,,No
ORD-10688,2024-06-07,June,Q2,2024,Nikhil Desai,nikhil.desai@outlook.com,Nagpur,Maharashtra,P023,Mamaearth Vitamin C Serum,Beauty & Health,Skincare,Mamaearth,599,1,0,0,599,599,599,0,599,23.1,138.37,Credit Card,Direct,Mobile,Delivered,3.9,Yes
ORD-10141,2024-06-07,June,Q2,2024,Karan Malhotra,karan.malhotra@gmail.com,Chandigarh,Punjab,P030,Cosco Volleyball,Toys & Sports,Sports,Cosco,599,1,30,179.7,419.3,599,419.3,40,459.3,22.7,95.18,UPI,Social Media,Mobile,Delivered,4.5,No
ORD-10647,2024-06-07,June,Q2,2024,Tanvi Shah,tanvi.shah@gmail.com,Vadodara,Gujarat,P030,Cosco Volleyball,Toys & Sports,Sports,Cosco,599,3,15,269.55,509.15,1797,1527.45,0,1527.45,17.7,270.36,UPI,Paid Ads,Mobile,Delivered,3.5,Yes
ORD-10615,2024-06-07,June,Q2,2024,Amit Sharma,amit.sharma@gmail.com,Mumbai,Maharashtra,P008,JBL Flip 6,Electronics,Audio,JBL,8999,1,10,899.9,8099.1,8999,8099.1,0,8099.1,19.8,1603.62,UPI,Organic Search,Mobile,Returned,,Yes
ORD-10870,2024-06-07,June,Q2,2024,Karan Malhotra,karan.malhotra@gmail.com,Chandigarh,Punjab,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,1,5,64.95,1234.05,1299,1234.05,0,1234.05,15.6,192.51,Debit Card,Organic Search,Desktop,Delivered,4.9,No
ORD-10710,2024-06-08,June,Q2,2024,Neha Gupta,neha.gupta@hotmail.com,Lucknow,Uttar Pradesh,P011,Nike Air Max 270,Fashion,Footwear,Nike,7495,1,15,1124.25,6370.75,7495,6370.75,0,6370.75,8.8,560.63,Net Banking,Organic Search,Tablet,Delivered,4.6,Yes
ORD-10053,2024-06-08,June,Q2,2024,Rohit Kapoor,rohit.kapoor@gmail.com,Amritsar,Punjab,P006,Canon EOS 1500D,Electronics,Cameras,Canon,34999,1,0,0,34999,34999,34999,0,34999,16.4,5739.84,Credit Card,Referral,Desktop,Returned,,Yes
ORD-11243,2024-06-08,June,Q2,2024,Karan Malhotra,karan.malhotra@gmail.com,Chandigarh,Punjab,P021,Pigeon Non-Stick Cookware Set,Home & Kitchen,Kitchen,Pigeon,1299,2,10,259.8,1169.1,2598,2338.2,0,2338.2,11.3,264.22,Debit Card,Organic Search,Desktop,Delivered,4.7,No
ORD-10526,2024-06-09,June,Q2,2024,Ankur Pandey,ankur.pandey@gmail.com,Varanasi,Uttar Pradesh,P006,Canon EOS 1500D,Electronics,Cameras,Canon,34999,1,15,5249.85,29749.15,34999,29749.15,0,29749.15,30.5,9073.49,UPI,Organic Search,Mobile,Delivered,3,Yes
ORD-10619,2024-06-09,June,Q2,2024,Sneha Iyer,sneha.iyer@gmail.com,Bangalore,Karnataka,P025,Oziva Protein Powder 500g,Beauty & Health,Nutrition,Oziva,1299,1,10,129.9,1169.1,1299,1169.1,0,1169.1,18.5,216.28,Credit Card,Organic Search,Mobile,Cancelled,,Yes
ORD-11343,2024-06-09,June,Q2,2024,Ritu Agarwal,ritu.agarwal@yahoo.com,Indore,Madhya Pradesh,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,4,0,0,1299,5196,5196,0,5196,19,987.24,Wallet,Paid Ads,Mobile,Delivered,3.4,Yes
ORD-10627,2024-06-09,June,Q2,2024,Suresh Menon,suresh.menon@gmail.com,Coimbatore,Tamil Nadu,P010,Allen Solly Women's Blazer,Fashion,Women's Clothing,Allen Solly,2499,1,0,0,2499,2499,2499,0,2499,14.7,367.35,Debit Card,Social Media,Mobile,Returned,,No
ORD-10460,2024-06-10,June,Q2,2024,Ankur Pandey,ankur.pandey@gmail.com,Varanasi,Uttar Pradesh,P004,HP Pavilion Laptop 15,Electronics,Laptops,HP,52999,1,10,5299.9,47699.1,52999,47699.1,0,47699.1,10.4,4960.71,Credit Card,Referral,Desktop,Delivered,2.6,No
ORD-11053,2024-06-10,June,Q2,2024,Vikram Singh,vikram.singh@gmail.com,Jaipur,Rajasthan,P019,Milton Thermosteel Flask 1L,Home & Kitchen,Kitchen,Milton,599,1,20,119.8,479.2,599,479.2,40,519.2,15.4,73.8,UPI,App,Mobile,Delivered,2.7,No
ORD-10211,2024-06-10,June,Q2,2024,Priya Patel,priya.patel@yahoo.com,Ahmedabad,Gujarat,P006,Canon EOS 1500D,Electronics,Cameras,Canon,34999,1,0,0,34999,34999,34999,0,34999,11.9,4164.88,Cash on Delivery,Social Media,Mobile,Cancelled,,No
ORD-10411,2024-06-10,June,Q2,2024,Nidhi Saxena,nidhi.saxena@hotmail.com,Agra,Uttar Pradesh,P024,Wow Skin Science Shampoo,Beauty & Health,Haircare,WOW,449,2,5,44.9,426.55,898,853.1,0,853.1,23.2,197.92,Debit Card,Paid Ads,Mobile,Delivered,4.5,No
ORD-10287,2024-06-11,June,Q2,2024,Neha Gupta,neha.gupta@hotmail.com,Lucknow,Uttar Pradesh,P020,Bajaj Majesty 1000TSS Iron,Home & Kitchen,Appliances,Bajaj,899,4,30,1078.8,629.3,3596,2517.2,0,2517.2,14,352.41,UPI,Referral,Desktop,Delivered,3.1,No
ORD-10281,2024-06-11,June,Q2,2024,Pooja Mehta,pooja.mehta@gmail.com,Pune,Maharashtra,P019,Milton Thermosteel Flask 1L,Home & Kitchen,Kitchen,Milton,599,2,15,179.7,509.15,1198,1018.3,0,1018.3,32.7,332.98,Cash on Delivery,Social Media,Desktop,Delivered,3.9,Yes
ORD-10887,2024-06-11,June,Q2,2024,Vikram Singh,vikram.singh@gmail.com,Jaipur,Rajasthan,P016,Prestige Iris 750W Mixer,Home & Kitchen,Appliances,Prestige,2899,1,30,869.7,2029.3,2899,2029.3,0,2029.3,19,385.57,Credit Card,Organic Search,Desktop,Delivered,2.8,No
ORD-10285,2024-06-11,June,Q2,2024,Shreya Bose,shreya.bose@gmail.com,Bhubaneswar,Odisha,P021,Pigeon Non-Stick Cookware Set,Home & Kitchen,Kitchen,Pigeon,1299,1,30,389.7,909.3,1299,909.3,0,909.3,26.7,242.78,UPI,Social Media,Desktop,Pending,,Yes
ORD-10637,2024-06-11,June,Q2,2024,Vikram Singh,vikram.singh@gmail.com,Jaipur,Rajasthan,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,2,10,259.8,1169.1,2598,2338.2,0,2338.2,15,350.73,Credit Card,App,Tablet,Delivered,3.2,No
ORD-10913,2024-06-11,June,Q2,2024,Nikhil Desai,nikhil.desai@outlook.com,Nagpur,Maharashtra,P014,Peter England Formal Shirt,Fashion,Men's Clothing,Peter England,899,2,0,0,899,1798,1798,0,1798,9.3,167.21,UPI,Organic Search,Mobile,Delivered,3.6,No
ORD-10201,2024-06-12,June,Q2,2024,Swati Bhatt,swati.bhatt@gmail.com,Rajkot,Gujarat,P016,Prestige Iris 750W Mixer,Home & Kitchen,Appliances,Prestige,2899,3,5,434.85,2754.05,8697,8262.15,0,8262.15,19.2,1586.33,UPI,Organic Search,Mobile,Delivered,4.8,No
ORD-10628,2024-06-12,June,Q2,2024,Meera Pillai,meera.pillai@gmail.com,Thiruvananthapuram,Kerala,P026,Atomic Habits — James Clear,Books & Stationery,Books,Penguin,399,1,20,79.8,319.2,399,319.2,40,359.2,11.6,37.03,UPI,Direct,Mobile,Delivered,2.7,No
ORD-11237,2024-06-12,June,Q2,2024,Deepak Chauhan,deepak.chauhan@gmail.com,Dehradun,Uttarakhand,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,1,15,299.85,1699.15,1999,1699.15,0,1699.15,21,356.82,UPI,Social Media,Tablet,Delivered,3,No
ORD-11295,2024-06-12,June,Q2,2024,Tanvi Shah,tanvi.shah@gmail.com,Vadodara,Gujarat,P005,Lenovo IdeaPad Slim 3,Electronics,Laptops,Lenovo,42999,4,20,34399.2,34399.2,171996,137596.8,0,137596.8,29.6,40728.65,Credit Card,Paid Ads,Mobile,Delivered,3.5,No
ORD-10079,2024-06-13,June,Q2,2024,Rohan Joshi,rohan.joshi@gmail.com,Surat,Gujarat,P015,Fastrack Analog Watch,Fashion,Accessories,Fastrack,1795,3,30,1615.5,1256.5,5385,3769.5,0,3769.5,14.4,542.81,Credit Card,Email Campaign,Mobile,Delivered,3.7,No
ORD-10263,2024-06-13,June,Q2,2024,Meera Pillai,meera.pillai@gmail.com,Thiruvananthapuram,Kerala,P008,JBL Flip 6,Electronics,Audio,JBL,8999,1,25,2249.75,6749.25,8999,6749.25,0,6749.25,16.6,1120.38,UPI,Direct,Desktop,Cancelled,,Yes
ORD-10645,2024-06-14,June,Q2,2024,Suresh Menon,suresh.menon@gmail.com,Coimbatore,Tamil Nadu,P010,Allen Solly Women's Blazer,Fashion,Women's Clothing,Allen Solly,2499,2,15,749.7,2124.15,4998,4248.3,0,4248.3,22.8,968.61,UPI,Organic Search,Mobile,Returned,,No
ORD-10181,2024-06-14,June,Q2,2024,Vikram Singh,vikram.singh@gmail.com,Jaipur,Rajasthan,P016,Prestige Iris 750W Mixer,Home & Kitchen,Appliances,Prestige,2899,4,0,0,2899,11596,11596,0,11596,18.4,2133.66,UPI,Organic Search,Desktop,Delivered,3.9,Yes
ORD-10643,2024-06-14,June,Q2,2024,Sneha Iyer,sneha.iyer@gmail.com,Bangalore,Karnataka,P027,The Psychology of Money,Books & Stationery,Books,Jaico,349,1,0,0,349,349,349,40,389,30.4,106.1,Wallet,Paid Ads,Desktop,Returned,,Yes
ORD-11242,2024-06-14,June,Q2,2024,Sneha Iyer,sneha.iyer@gmail.com,Bangalore,Karnataka,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,2,15,389.7,1104.15,2598,2208.3,0,2208.3,11.8,260.58,UPI,Paid Ads,Mobile,Delivered,4.9,No
ORD-10435,2024-06-14,June,Q2,2024,Nidhi Saxena,nidhi.saxena@hotmail.com,Agra,Uttar Pradesh,P012,Puma Men's Running Shoes,Fashion,Footwear,Puma,3499,2,5,349.9,3324.05,6998,6648.1,0,6648.1,30.4,2021.02,UPI,Direct,Mobile,Pending,,Yes
ORD-11387,2024-06-15,June,Q2,2024,Pallavi Sinha,pallavi.sinha@gmail.com,Ranchi,Jharkhand,P012,Puma Men's Running Shoes,Fashion,Footwear,Puma,3499,5,5,874.75,3324.05,17495,16620.25,0,16620.25,22,3656.45,Net Banking,Direct,Mobile,Delivered,3.5,Yes
ORD-10444,2024-06-15,June,Q2,2024,Karan Malhotra,karan.malhotra@gmail.com,Chandigarh,Punjab,P018,IKEA LACK Side Table,Home & Kitchen,Furniture,IKEA,2499,3,10,749.7,2249.1,7497,6747.3,0,6747.3,25.1,1693.57,UPI,Paid Ads,Mobile,Cancelled,,No
ORD-10503,2024-06-15,June,Q2,2024,Tanvi Shah,tanvi.shah@gmail.com,Vadodara,Gujarat,P004,HP Pavilion Laptop 15,Electronics,Laptops,HP,52999,1,0,0,52999,52999,52999,0,52999,16.2,8585.84,UPI,Direct,Mobile,Delivered,2.9,No
ORD-10058,2024-06-15,June,Q2,2024,Amit Sharma,amit.sharma@gmail.com,Mumbai,Maharashtra,P016,Prestige Iris 750W Mixer,Home & Kitchen,Appliances,Prestige,2899,1,0,0,2899,2899,2899,0,2899,29.5,855.21,Debit Card,Email Campaign,Mobile,Delivered,2.5,No
ORD-10160,2024-06-16,June,Q2,2024,Neha Gupta,neha.gupta@hotmail.com,Lucknow,Uttar Pradesh,P027,The Psychology of Money,Books & Stationery,Books,Jaico,349,4,15,209.4,296.65,1396,1186.6,0,1186.6,13.1,155.44,Credit Card,App,Desktop,Delivered,3.7,Yes
ORD-10786,2024-06-16,June,Q2,2024,Sonali Dutta,sonali.dutta@gmail.com,Siliguri,West Bengal,P030,Cosco Volleyball,Toys & Sports,Sports,Cosco,599,3,20,359.4,479.2,1797,1437.6,0,1437.6,14,201.26,Cash on Delivery,Paid Ads,Mobile,Delivered,2.8,No
ORD-11495,2024-06-16,June,Q2,2024,Karan Malhotra,karan.malhotra@gmail.com,Chandigarh,Punjab,P027,The Psychology of Money,Books & Stationery,Books,Jaico,349,1,0,0,349,349,349,40,389,12.7,44.32,Credit Card,Organic Search,Desktop,Returned,,No
ORD-11351,2024-06-16,June,Q2,2024,Divya Krishnan,divya.krishnan@gmail.com,Chennai,Tamil Nadu,P022,Himalaya Face Wash 150ml,Beauty & Health,Skincare,Himalaya,180,1,10,18,162,180,162,40,202,27,43.74,Cash on Delivery,Organic Search,Mobile,Delivered,5,Yes
ORD-11253,2024-06-16,June,Q2,2024,Priya Patel,priya.patel@yahoo.com,Ahmedabad,Gujarat,P028,Classmate Premium A4 Notebook,Books & Stationery,Stationery,Classmate,149,1,5,7.45,141.55,149,141.55,40,181.55,16.5,23.36,Debit Card,Direct,Desktop,Cancelled,,No
ORD-10050,2024-06-16,June,Q2,2024,Sanjay Rao,sanjay.rao@yahoo.com,Hyderabad,Telangana,P013,H&M Floral Dress,Fashion,Women's Clothing,H&M,1299,1,5,64.95,1234.05,1299,1234.05,0,1234.05,28.6,352.94,Net Banking,Social Media,Mobile,Delivered,2.7,Yes
ORD-10483,2024-06-17,June,Q2,2024,Pallavi Sinha,pallavi.sinha@gmail.com,Ranchi,Jharkhand,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,1,10,199.9,1799.1,1999,1799.1,0,1799.1,26.8,482.16,Debit Card,Organic Search,Desktop,Returned,,No
ORD-10881,2024-06-17,June,Q2,2024,Arjun Nair,arjun.nair@gmail.com,Kochi,Kerala,P013,H&M Floral Dress,Fashion,Women's Clothing,H&M,1299,1,5,64.95,1234.05,1299,1234.05,0,1234.05,24.3,299.87,UPI,Social Media,Mobile,Delivered,3.9,No
ORD-10968,2024-06-17,June,Q2,2024,Rohit Kapoor,rohit.kapoor@gmail.com,Amritsar,Punjab,P024,Wow Skin Science Shampoo,Beauty & Health,Haircare,WOW,449,4,15,269.4,381.65,1796,1526.6,0,1526.6,31.7,483.93,Cash on Delivery,Organic Search,Tablet,Delivered,4.3,No
ORD-10490,2024-06-18,June,Q2,2024,Deepak Chauhan,deepak.chauhan@gmail.com,Dehradun,Uttarakhand,P022,Himalaya Face Wash 150ml,Beauty & Health,Skincare,Himalaya,180,2,25,90,135,360,270,40,310,17.5,47.25,UPI,Organic Search,Tablet,Pending,,No
ORD-10780,2024-06-18,June,Q2,2024,Ananya Das,ananya.das@outlook.com,Kolkata,West Bengal,P028,Classmate Premium A4 Notebook,Books & Stationery,Stationery,Classmate,149,2,0,0,149,298,298,40,338,31.5,93.87,Cash on Delivery,Social Media,Mobile,Delivered,2.8,No
ORD-11377,2024-06-19,June,Q2,2024,Sneha Iyer,sneha.iyer@gmail.com,Bangalore,Karnataka,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,1,0,0,1999,1999,1999,0,1999,23.6,471.76,UPI,Organic Search,Mobile,Returned,,No
ORD-10495,2024-06-19,June,Q2,2024,Pallavi Sinha,pallavi.sinha@gmail.com,Ranchi,Jharkhand,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,1,0,0,1299,1299,1299,0,1299,22.1,287.08,Credit Card,Paid Ads,Mobile,Returned,,No
ORD-11494,2024-06-19,June,Q2,2024,Rohit Kapoor,rohit.kapoor@gmail.com,Amritsar,Punjab,P023,Mamaearth Vitamin C Serum,Beauty & Health,Skincare,Mamaearth,599,1,5,29.95,569.05,599,569.05,0,569.05,9,51.21,UPI,Organic Search,Mobile,Cancelled,,No
ORD-11438,2024-06-20,June,Q2,2024,Aditya Kumar,aditya.kumar@yahoo.com,Patna,Bihar,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,1,0,0,1999,1999,1999,0,1999,14.9,297.85,Debit Card,Social Media,Mobile,Delivered,3.8,No
ORD-10489,2024-06-20,June,Q2,2024,Pallavi Sinha,pallavi.sinha@gmail.com,Ranchi,Jharkhand,P018,IKEA LACK Side Table,Home & Kitchen,Furniture,IKEA,2499,1,20,499.8,1999.2,2499,1999.2,0,1999.2,33.1,661.74,Credit Card,Direct,Desktop,Delivered,3.9,Yes
ORD-11356,2024-06-20,June,Q2,2024,Rahul Verma,rahul.verma@outlook.com,Delhi,Delhi,P016,Prestige Iris 750W Mixer,Home & Kitchen,Appliances,Prestige,2899,1,25,724.75,2174.25,2899,2174.25,0,2174.25,14.5,315.27,Cash on Delivery,Referral,Desktop,Returned,,No
ORD-10999,2024-06-21,June,Q2,2024,Divya Krishnan,divya.krishnan@gmail.com,Chennai,Tamil Nadu,P004,HP Pavilion Laptop 15,Electronics,Laptops,HP,52999,3,25,39749.25,39749.25,158997,119247.75,0,119247.75,24,28619.46,UPI,App,Desktop,Returned,,No
ORD-10779,2024-06-21,June,Q2,2024,Shreya Bose,shreya.bose@gmail.com,Bhubaneswar,Odisha,P016,Prestige Iris 750W Mixer,Home & Kitchen,Appliances,Prestige,2899,2,5,289.9,2754.05,5798,5508.1,0,5508.1,26.4,1454.14,UPI,Paid Ads,Mobile,Delivered,3.5,No
ORD-10864,2024-06-21,June,Q2,2024,Meera Pillai,meera.pillai@gmail.com,Thiruvananthapuram,Kerala,P024,Wow Skin Science Shampoo,Beauty & Health,Haircare,WOW,449,1,15,67.35,381.65,449,381.65,40,421.65,8.4,32.06,Debit Card,Organic Search,Desktop,Delivered,2.9,Yes
ORD-10124,2024-06-22,June,Q2,2024,Meera Pillai,meera.pillai@gmail.com,Thiruvananthapuram,Kerala,P025,Oziva Protein Powder 500g,Beauty & Health,Nutrition,Oziva,1299,2,0,0,1299,2598,2598,0,2598,25,649.5,Credit Card,Paid Ads,Mobile,Delivered,3.1,No
ORD-10110,2024-06-22,June,Q2,2024,Divya Krishnan,divya.krishnan@gmail.com,Chennai,Tamil Nadu,P030,Cosco Volleyball,Toys & Sports,Sports,Cosco,599,1,0,0,599,599,599,0,599,11.9,71.28,Debit Card,Organic Search,Tablet,Returned,,Yes
ORD-10665,2024-06-23,June,Q2,2024,Shreya Bose,shreya.bose@gmail.com,Bhubaneswar,Odisha,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,2,20,799.6,1599.2,3998,3198.4,0,3198.4,28.8,921.14,Net Banking,Email Campaign,Desktop,Delivered,4,Yes
ORD-11442,2024-06-23,June,Q2,2024,Arjun Nair,arjun.nair@gmail.com,Kochi,Kerala,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,1,20,399.8,1599.2,1999,1599.2,0,1599.2,21.7,347.03,Credit Card,Direct,Desktop,Delivered,3.6,No
ORD-10963,2024-06-23,June,Q2,2024,Pallavi Sinha,pallavi.sinha@gmail.com,Ranchi,Jharkhand,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,1,15,194.85,1104.15,1299,1104.15,0,1104.15,32.6,359.95,Net Banking,Paid Ads,Desktop,Returned,,No
ORD-10003,2024-06-23,June,Q2,2024,Ankur Pandey,ankur.pandey@gmail.com,Varanasi,Uttar Pradesh,P014,Peter England Formal Shirt,Fashion,Men's Clothing,Peter England,899,1,0,0,899,899,899,0,899,28.6,257.11,UPI,Paid Ads,Mobile,Delivered,3.2,Yes
ORD-10711,2024-06-23,June,Q2,2024,Shreya Bose,shreya.bose@gmail.com,Bhubaneswar,Odisha,P008,JBL Flip 6,Electronics,Audio,JBL,8999,3,20,5399.4,7199.2,26997,21597.6,0,21597.6,22,4751.47,Debit Card,Organic Search,Mobile,Delivered,2.7,No
ORD-10283,2024-06-23,June,Q2,2024,Tanvi Shah,tanvi.shah@gmail.com,Vadodara,Gujarat,P005,Lenovo IdeaPad Slim 3,Electronics,Laptops,Lenovo,42999,2,25,21499.5,32249.25,85998,64498.5,0,64498.5,30.8,19865.54,Debit Card,Organic Search,Tablet,Delivered,4.4,No
ORD-11081,2024-06-23,June,Q2,2024,Amit Sharma,amit.sharma@gmail.com,Mumbai,Maharashtra,P011,Nike Air Max 270,Fashion,Footwear,Nike,7495,1,20,1499,5996,7495,5996,0,5996,12.1,725.52,Credit Card,Paid Ads,Mobile,Cancelled,,No
ORD-10229,2024-06-24,June,Q2,2024,Amit Sharma,amit.sharma@gmail.com,Mumbai,Maharashtra,P028,Classmate Premium A4 Notebook,Books & Stationery,Stationery,Classmate,149,2,15,44.7,126.65,298,253.3,40,293.3,12.4,31.41,UPI,Organic Search,Mobile,Pending,,No
ORD-11490,2024-06-24,June,Q2,2024,Shreya Bose,shreya.bose@gmail.com,Bhubaneswar,Odisha,P006,Canon EOS 1500D,Electronics,Cameras,Canon,34999,1,30,10499.7,24499.3,34999,24499.3,0,24499.3,12.6,3086.91,Debit Card,Organic Search,Mobile,Pending,,No
ORD-10368,2024-06-25,June,Q2,2024,Divya Krishnan,divya.krishnan@gmail.com,Chennai,Tamil Nadu,P007,Mi Smart Band 8,Electronics,Wearables,Xiaomi,2999,1,25,749.75,2249.25,2999,2249.25,0,2249.25,31,697.27,Debit Card,Organic Search,Mobile,Delivered,2.8,No
ORD-10173,2024-06-25,June,Q2,2024,Rohan Joshi,rohan.joshi@gmail.com,Surat,Gujarat,P027,The Psychology of Money,Books & Stationery,Books,Jaico,349,4,20,279.2,279.2,1396,1116.8,0,1116.8,15.8,176.45,UPI,Social Media,Mobile,Delivered,3.1,No
ORD-10570,2024-06-25,June,Q2,2024,Ritu Agarwal,ritu.agarwal@yahoo.com,Indore,Madhya Pradesh,P011,Nike Air Max 270,Fashion,Footwear,Nike,7495,1,10,749.5,6745.5,7495,6745.5,0,6745.5,34.3,2313.71,UPI,Organic Search,Tablet,Delivered,4.4,No
ORD-11145,2024-06-25,June,Q2,2024,Shreya Bose,shreya.bose@gmail.com,Bhubaneswar,Odisha,P016,Prestige Iris 750W Mixer,Home & Kitchen,Appliances,Prestige,2899,1,20,579.8,2319.2,2899,2319.2,0,2319.2,34.2,793.17,Credit Card,App,Mobile,Delivered,3.6,No
ORD-10302,2024-06-25,June,Q2,2024,Pallavi Sinha,pallavi.sinha@gmail.com,Ranchi,Jharkhand,P018,IKEA LACK Side Table,Home & Kitchen,Furniture,IKEA,2499,3,5,374.85,2374.05,7497,7122.15,0,7122.15,25.7,1830.39,UPI,Paid Ads,Mobile,Returned,,No
ORD-10522,2024-06-25,June,Q2,2024,Arjun Nair,arjun.nair@gmail.com,Kochi,Kerala,P019,Milton Thermosteel Flask 1L,Home & Kitchen,Kitchen,Milton,599,1,5,29.95,569.05,599,569.05,0,569.05,30.1,171.28,Credit Card,Paid Ads,Mobile,Delivered,4.9,No
ORD-11068,2024-06-26,June,Q2,2024,Tanvi Shah,tanvi.shah@gmail.com,Vadodara,Gujarat,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,2,0,0,1299,2598,2598,0,2598,31.3,813.17,UPI,Organic Search,Desktop,Cancelled,,No
ORD-11065,2024-06-26,June,Q2,2024,Nidhi Saxena,nidhi.saxena@hotmail.com,Agra,Uttar Pradesh,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,1,15,194.85,1104.15,1299,1104.15,0,1104.15,23.8,262.79,Net Banking,Direct,Mobile,Delivered,3.3,No
ORD-11004,2024-06-26,June,Q2,2024,Karan Malhotra,karan.malhotra@gmail.com,Chandigarh,Punjab,P004,HP Pavilion Laptop 15,Electronics,Laptops,HP,52999,1,0,0,52999,52999,52999,0,52999,15.4,8161.85,UPI,Email Campaign,Tablet,Delivered,5,No
ORD-11166,2024-06-27,June,Q2,2024,Swati Bhatt,swati.bhatt@gmail.com,Rajkot,Gujarat,P013,H&M Floral Dress,Fashion,Women's Clothing,H&M,1299,2,0,0,1299,2598,2598,0,2598,21.5,558.57,Credit Card,Paid Ads,Desktop,Delivered,4.9,Yes
ORD-10880,2024-06-27,June,Q2,2024,Ritu Agarwal,ritu.agarwal@yahoo.com,Indore,Madhya Pradesh,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,1,15,194.85,1104.15,1299,1104.15,0,1104.15,32.3,356.64,Debit Card,Organic Search,Tablet,Delivered,4.8,No
ORD-11176,2024-06-27,June,Q2,2024,Pooja Mehta,pooja.mehta@gmail.com,Pune,Maharashtra,P024,Wow Skin Science Shampoo,Beauty & Health,Haircare,WOW,449,2,15,134.7,381.65,898,763.3,0,763.3,23,175.56,Credit Card,Paid Ads,Mobile,Pending,,No
